age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,cluster,pca_1,pca_2
48,blue-collar,divorced,secondary,no,501,yes,no,cellular,15,may,12,5,-1,0,unknown,no,2,0.8927384430435005,1.427864160296384
39,technician,single,tertiary,no,21,yes,no,unknown,23,may,58,1,-1,0,unknown,no,2,1.0451437018109717,0.16115796926211984
38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,no,1,0.6630022883473253,-0.8790303367458872
32,services,single,secondary,no,1659,yes,no,unknown,30,may,120,6,-1,0,unknown,no,2,1.4586710924478985,0.5418028696981869
27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,may,13,3,-1,0,unknown,no,2,0.8315188185510689,1.2421346743181876
47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no,0,-1.8140074291014792,2.763326444405253
40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no,0,-3.3058417571477543,-1.0763428040599496
41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no,1,0.5257172347481985,-2.3513896913305263
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no,2,1.591817763585327,2.4537116588977366
39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no,0,-3.7370640471081353,1.3842058545490423
45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no,0,-2.413398196220596,0.860387196383655
31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,no,2,1.107725934714842,0.7529835344716473
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no,1,0.6455969468957593,-0.27687829450822077
56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,47,2,-1,0,unknown,no,1,0.3922323753009425,0.1569387169774546
39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,no,0,-3.5279925215454493,1.9894198943670045
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no,1,0.3411627016698104,0.10166299921983579
58,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,no,2,1.1085064614607585,0.9434946967054851
48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no,1,1.0759319568050951,-0.9563339458377762
33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,no,1,0.28175552521539,-0.9843655129984058
38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,no,2,1.4960021110339288,1.3632250399659103
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no,1,0.758092288203176,-2.40617813659496
36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no,2,0.7333269973489698,1.1275777051190101
35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,-1,0,unknown,no,1,0.4618192450839742,-0.20231809511106383
45,technician,single,tertiary,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,no,1,0.4345093039683429,-2.7110627601558788
51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,-1,0,unknown,no,1,0.39610682741386494,-1.0310360480361955
43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,no,1,0.856010482657825,0.22721435610243984
45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,no,1,0.5833104015161956,-1.8004200295998296
30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,no,1,-0.6739898967683723,0.2060244162817526
40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,no,1,0.5991920091446322,-1.8097850529164652
56,services,married,primary,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,no,2,1.2428446540495675,1.8257103795584149
48,management,divorced,tertiary,no,1401,yes,no,unknown,20,jun,72,3,-1,0,unknown,no,2,1.382073460831606,1.2717509947339674
32,admin.,married,secondary,no,205,no,no,cellular,18,jul,197,3,-1,0,unknown,no,1,0.6739731725292505,-0.3518106628772073
47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,58,3,334,3,other,no,0,-2.670366800662719,1.9409212439297865
30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,-1,0,unknown,no,1,0.8702898711313185,-2.3685981154114772
37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,no,2,0.5589679668781238,0.2601614673264717
52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,no,2,1.1588165619135313,1.6938967882479719
49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no,2,1.2254876804185166,0.9139286553640726
53,management,married,tertiary,no,-601,yes,no,unknown,30,may,509,2,-1,0,unknown,no,2,1.4132488199514726,1.1730484252001931
53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,-1,0,unknown,no,1,0.5407924613321178,-0.6016652632710755
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no,2,1.5468366841693986,1.3123038185858857
40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,no,1,0.5996782928063792,0.0074526513924374725
39,services,married,secondary,no,636,yes,no,telephone,12,may,15,1,-1,0,unknown,no,2,0.8109390750583777,0.8901329386181062
33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,no,0,-2.3364162287082255,1.0212547087639097
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no,2,1.2501757146082555,2.033301588724587
31,management,single,tertiary,no,2983,yes,no,cellular,2,jul,153,1,-1,0,unknown,no,1,0.12582667901106376,-0.6273258440640639
45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,no,0,-2.0569582037635366,2.0797112354375455
23,admin.,single,secondary,no,252,yes,no,cellular,15,may,56,1,-1,0,unknown,no,2,0.4551762390013887,0.5770065861415912
51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no,2,1.1539657646775392,0.599460168224622
34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no,0,-3.218571311365975,0.6120670857439464
36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no,2,1.3145563005926515,1.0151975961332635
42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,no,2,0.7974934320623991,1.146286495015406
33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no,2,1.8504932145249136,1.2592945439555627
46,management,married,secondary,no,10,yes,no,cellular,29,jul,122,7,-1,0,unknown,no,1,0.9922889821632331,0.07232206749146222
37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,no,0,-1.7118322865145814,2.023239889143002
33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,no,1,0.6799025119404121,-1.0834906024633473
30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,no,0,-2.9979639268003,0.2458971877916083
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no,2,1.476191234198692,1.5847698651193163
46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,no,1,0.8615188019463423,-1.3670731313224227
35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no,1,0.6262401959283638,-0.34216159831197
36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no,2,0.8188937765879857,0.30430623424304065
46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,no,2,1.4349929162169086,1.38494403372852
31,blue-collar,single,secondary,no,530,no,yes,cellular,18,nov,251,2,-1,0,unknown,no,1,0.6706025039940753,0.20030988961948215
52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no,2,0.4820450412882881,0.4369262332297582
48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,533,3,-1,0,unknown,no,2,1.4842098246269344,1.9379653305965712
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no,2,1.440528469684751,1.2596522056202302
36,management,single,tertiary,no,2163,no,no,cellular,5,jun,317,1,-1,0,unknown,no,1,0.16074995773195794,-1.3754890831248576
53,retired,married,primary,no,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no,2,1.308519081935549,2.2741733062815497
35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,no,1,0.5679543368727987,-0.31653718553189764
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no,2,1.3480461926965797,0.9753928969405903
38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,-1,0,unknown,no,1,0.6136678728250599,-0.5521399303505918
44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown,no,2,1.0987004012119386,1.2903689531082065
51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no,0,-1.2942415411591937,0.11422190709577365
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no,0,-2.485482725838837,0.39442826881999915
59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown,no,2,0.6172457352632063,1.615945794095213
31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown,no,1,0.36684064150142653,-1.5987791472491115
52,management,married,tertiary,no,499,no,no,cellular,6,aug,115,4,-1,0,unknown,no,1,0.43435304158209304,-1.5329031713293433
26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no,2,1.2423226396270135,1.0360877935016541
40,services,married,secondary,no,1305,no,no,cellular,22,jul,255,1,-1,0,unknown,no,1,0.5456701820364681,-1.0595776195583835
35,technician,single,secondary,no,300,yes,no,unknown,9,may,338,4,-1,0,unknown,no,2,1.1433979405061694,0.677430040250614
54,admin.,married,primary,no,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,no,2,1.3512888809756454,2.528430020727862
36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,-1,0,unknown,no,1,0.3426501943272474,-1.2229278807006307
45,self-employed,married,tertiary,no,-497,yes,yes,cellular,20,nov,260,1,-1,0,unknown,no,2,0.6698967889288118,0.6879277041881481
29,unemployed,single,secondary,no,2424,no,no,cellular,6,feb,93,1,-1,0,unknown,no,1,0.15824058909586436,-2.044477071796164
49,management,divorced,tertiary,no,-2049,yes,no,unknown,30,may,169,3,-1,0,unknown,no,2,1.5598462628263108,1.562963285219579
52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no,2,1.3580343792198684,1.2724672848992566
52,management,married,secondary,no,189,no,no,cellular,22,aug,90,2,-1,0,unknown,no,1,0.6295672412628408,-1.1590895205367908
47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no,0,-3.0859746354028,0.24191734853626146
33,services,divorced,secondary,no,327,yes,no,unknown,7,may,109,1,-1,0,unknown,no,2,1.2126566360464,1.7875957383148675
30,technician,single,secondary,no,426,yes,no,telephone,17,nov,127,4,111,6,failure,no,0,-2.675154720246427,0.9242625179799161
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no,0,-2.28255898033411,1.7408916288468235
54,management,divorced,tertiary,no,3473,yes,no,cellular,12,aug,306,2,-1,0,unknown,no,1,0.5400548849929714,-0.2829176838252654
59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,-1,0,unknown,no,2,1.307635799523698,1.74613699147812
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no,0,-3.905422421130787,1.2115079319708237
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no,2,1.4408661223109467,1.7267769598443592
33,technician,single,secondary,no,-479,no,no,cellular,7,aug,235,1,-1,0,unknown,no,1,0.22819146938793816,-2.0896547410601634
32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,no,2,1.4022304785234345,2.0929016130614473
50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,199,4,-1,0,unknown,no,2,1.4296985596655498,1.3907382332102212
54,entrepreneur,married,secondary,no,0,no,no,unknown,9,jun,96,1,-1,0,unknown,no,2,1.1712430682154114,0.9094883685902408
49,technician,single,secondary,no,1202,yes,no,unknown,18,jun,122,1,-1,0,unknown,no,2,1.0892124485861165,0.48680702588938163
39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no,2,0.9725357436301697,1.4821798242796829
34,management,single,tertiary,no,9,no,no,cellular,11,jul,439,2,-1,0,unknown,no,1,0.30587708854736995,-1.5536734044728178
31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no,1,0.5739367181214045,-0.31715338812955945
46,technician,divorced,tertiary,no,0,yes,no,cellular,11,aug,249,5,-1,0,unknown,no,1,0.6370734026439692,-0.856260180518412
59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no,1,0.6856564328007905,-0.13688736457983408
32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,no,1,0.4849747283363092,-1.7417467394508341
39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no,0,-4.260495747682127,1.1988557127627755
54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no,1,0.6994393772724014,0.490908673164561
33,technician,divorced,secondary,no,522,no,yes,cellular,7,jul,559,4,-1,0,unknown,no,1,0.7832046974349823,-0.3120782538113962
59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,no,3,1.8736670407311218,2.3251078337926536
28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,no,1,0.7635209347252733,-0.9946837426608902
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,no,2,1.6024038111814372,2.4592486022467774
39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,no,1,0.6281966888289857,0.3069056292304446
41,technician,married,secondary,no,201,no,yes,cellular,14,jul,53,8,-1,0,unknown,no,1,0.9097327188241585,-0.8093165649301935
33,admin.,single,secondary,no,598,yes,no,unknown,28,may,189,1,-1,0,unknown,no,2,1.3075680669078082,1.4917600044199886
37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no,0,-1.0635410519702213,0.7753436403334873
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no,0,-3.1560543604865576,0.24810744847737573
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no,0,-2.3474762811180927,-0.24746212029953843
53,blue-collar,divorced,primary,no,559,no,no,telephone,9,feb,16,5,-1,0,unknown,no,2,1.2185679980424193,0.8866803821988041
26,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157,2,-1,0,unknown,no,3,1.01099303677719,0.5601338397026536
59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no,1,0.799280535742987,-0.3253867036201174
44,blue-collar,single,secondary,no,36,yes,no,unknown,8,may,712,1,-1,0,unknown,no,2,1.1359572558619455,1.7300979654992212
55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,-1,0,unknown,no,1,0.5924943467042987,-1.4141153667877286
26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no,2,1.455358127857154,1.8693432490291126
41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,268,1,330,1,failure,no,0,-3.0878170646949163,1.1912855630368984
28,management,single,tertiary,no,-227,yes,no,unknown,4,jun,298,2,-1,0,unknown,no,2,0.9315388301138116,0.5061706593412734
40,management,married,tertiary,no,423,yes,no,cellular,30,jul,134,24,-1,0,unknown,no,1,1.677436620410052,-0.9237028620450425
47,unemployed,divorced,secondary,no,947,no,no,cellular,5,feb,124,2,-1,0,unknown,no,1,0.4741841672758403,-1.012831560231514
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,0,-3.5666827450715735,1.8233725071737021
38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no,2,1.2065797281006514,1.790654238822572
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no,0,-3.4120373008184663,1.0060430323494511
36,blue-collar,married,secondary,no,2894,yes,no,cellular,17,jul,747,1,-1,0,unknown,no,2,0.6093457675220086,0.4870840860801394
53,management,married,secondary,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown,no,1,0.5819455681999683,-0.08506466983585913
47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no,0,-4.222200337963821,0.1190091104742363
28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,2,-1,0,unknown,no,1,0.5224891062276481,-1.962686735178069
32,student,single,unknown,no,1583,yes,no,unknown,20,may,57,1,-1,0,unknown,no,2,0.8866490391571663,-0.30553711248796606
25,management,single,tertiary,no,2399,yes,no,unknown,3,jun,193,2,-1,0,unknown,no,2,0.8723796229264533,0.4015261747111233
39,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,157,3,486,1,other,no,0,-3.182704824213453,1.7672170692678675
60,retired,married,secondary,no,194,no,yes,cellular,30,jul,61,5,-1,0,unknown,no,1,1.0303463609241728,-0.28471104617208076
39,admin.,married,secondary,no,1221,no,no,unknown,12,jun,97,1,-1,0,unknown,no,2,1.1894075244062063,0.9048059377026731
31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,235,5,-1,0,unknown,no,2,1.6479770755975964,1.9225258797099016
45,admin.,married,secondary,no,256,no,no,cellular,21,nov,135,2,-1,0,unknown,no,1,0.6951494996130819,0.3228035874392429
36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown,no,3,1.686742568828957,-1.6997614193790236
44,services,married,secondary,no,1335,yes,no,cellular,30,jul,94,5,-1,0,unknown,no,1,0.8517728068576974,-0.27666539562253895
33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no,1,0.1889915622000095,-1.9366389923032554
31,management,married,tertiary,no,0,no,no,cellular,26,aug,76,2,-1,0,unknown,no,1,0.5383292031603867,-1.8926813785664425
38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,no,0,-2.957190643588037,1.1145375896309309
50,self-employed,married,secondary,no,5312,no,no,cellular,23,jul,106,3,-1,0,unknown,no,1,0.6133393793559496,-1.0430256168995637
40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,281,1,-1,0,unknown,no,1,0.44254040562327246,-1.130148432717711
33,technician,married,secondary,no,0,no,no,cellular,13,aug,78,2,-1,0,unknown,no,1,0.4389545393035827,-1.7865945428410617
42,admin.,married,secondary,no,-1386,yes,yes,cellular,15,jul,56,4,-1,0,unknown,no,2,0.9006505522287959,1.2480781334783562
42,management,single,tertiary,no,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no,1,0.2903124974434175,-2.0683897620347156
33,blue-collar,married,secondary,yes,2,no,no,unknown,23,may,74,4,-1,0,unknown,no,3,1.9518523368759326,1.2556844292573424
40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no,1,0.304506481904531,-1.5359457394559057
52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no,2,1.5325004842077783,1.2906517359359884
49,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,no,2,1.129001108684186,0.0641995216790198
30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,-1,0,unknown,no,1,0.258454337728716,-1.1683900394808986
26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29,jul,63,5,-1,0,unknown,no,2,0.9373466715522702,0.3522573108081405
40,management,married,secondary,no,-240,no,yes,unknown,28,may,160,3,-1,0,unknown,no,2,1.604893390559615,1.0933018255034461
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no,2,1.5753182237176606,2.2886230255749775
55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no,2,0.8927350471638206,-0.29752940566604624
48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no,0,-2.349771942743314,-0.7271405761839497
28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown,no,1,0.2765967205903288,-1.9611855591196268
54,admin.,married,secondary,no,0,yes,yes,cellular,23,jul,117,1,-1,0,unknown,no,2,0.8575621881026565,1.3111986883049696
36,management,married,secondary,no,1989,no,no,unknown,17,jun,344,2,-1,0,unknown,no,2,1.2503964353064385,0.3384323197784873
34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no,0,-3.1367360753286704,0.3390626422833393
39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no,1,0.3430996477383097,-1.4905567352065447
66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,no,1,0.5298522363601939,-1.2849963936100295
42,blue-collar,married,secondary,no,349,yes,no,cellular,7,apr,226,2,-1,0,unknown,no,1,0.5193101509329854,0.017149917638896877
55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,no,1,0.6552877970768296,0.2749598157772584
85,retired,married,unknown,no,1934,no,no,telephone,12,jan,140,1,-1,0,unknown,no,1,0.637096000753873,-0.9370860866041141
63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,2,93,1,success,no,1,-0.8059671604428242,-0.18932587740849038
37,admin.,single,secondary,no,9,yes,no,cellular,14,may,165,1,-1,0,unknown,no,2,0.47815174433936075,0.7355957763145228
24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no,2,1.3304013435435633,0.3207405710669916
34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no,1,0.27250177289029265,-2.121996807541687
28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no,1,0.3766465744338308,-1.100240914121015
58,retired,divorced,tertiary,no,499,yes,yes,cellular,29,jan,181,1,-1,0,unknown,no,1,0.8768424540124659,0.5116217508185085
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no,2,1.5613762097561898,2.7572694968205327
31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,103,1,-1,0,unknown,no,1,0.2947272809642026,-0.7718951283890384
56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,no,2,1.4272913398202336,1.601648958973835
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no,1,0.6705732723185321,-1.1167184491139663
32,blue-collar,single,secondary,no,1342,yes,no,unknown,23,may,109,2,-1,0,unknown,no,2,1.2675620043678164,1.3781239606739797
55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown,no,1,0.20408725095847322,-1.797790772709742
55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no,2,1.2996246288965179,1.1032854701457935
31,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,no,2,1.7957384372992875,2.17627637936232
49,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no,2,1.1874533790832176,1.8599416210144162
41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown,no,2,0.7734184188782738,0.8151381036745764
56,retired,divorced,primary,no,48,yes,no,cellular,14,may,132,2,-1,0,unknown,no,2,0.826899775881495,1.6622530621909242
50,blue-collar,divorced,primary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no,0,-4.1428507685419955,3.1260654257024045
37,technician,single,secondary,no,6714,yes,no,unknown,23,may,90,1,-1,0,unknown,no,2,1.0613798732093473,0.4115923367519011
35,blue-collar,married,primary,no,623,yes,no,cellular,6,may,97,2,-1,0,unknown,no,2,0.624882947823254,1.5452734178922913
52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no,1,0.618748206735102,0.10422241666589474
33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown,no,1,0.5754196869741451,-1.533499031731587
42,management,married,tertiary,no,9916,yes,no,cellular,21,nov,306,1,-1,0,unknown,no,2,0.4145189759791114,0.01611257990164119
33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no,2,1.7176023806979588,0.010722055019861534
35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown,no,2,0.517368229896897,0.731914736878744
28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,no,1,0.4220196390621124,-1.6244765871873428
41,admin.,divorced,secondary,no,2550,yes,no,cellular,15,may,894,2,347,2,failure,no,0,-3.141985098310741,2.3408156510678797
44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,no,2,1.2988898663534323,1.3081200597728937
26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no,0,-1.8518744442759754,-1.5479166184070932
40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no,2,1.289245084962256,0.5756503588327977
37,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no,1,0.592235290824481,-0.5223483033057709
33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,-1,0,unknown,no,1,0.7885743994580966,0.2582374893384175
36,admin.,married,secondary,no,898,no,no,cellular,15,jul,118,5,-1,0,unknown,no,1,0.7239323007125414,-0.35228404905587685
28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown,no,2,1.4470128261178956,1.2808522433607181
37,self-employed,single,primary,no,235,yes,no,cellular,17,apr,191,4,323,9,failure,no,0,-4.615691287218757,0.46318100227913056
32,technician,single,secondary,no,12,no,no,cellular,7,aug,173,2,-1,0,unknown,no,1,0.26171123764708193,-2.1407971927911036
49,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,2,86,3,failure,no,0,-2.001605663749331,0.4207938345368644
36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,unknown,no,2,1.0885887917132993,1.3851082135867694
39,housemaid,married,primary,no,13338,no,no,cellular,11,aug,103,4,-1,0,unknown,no,1,0.5222337892954854,-1.0500333318529926
34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown,no,2,1.3358431472676655,1.3738041522876916
32,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no,1,0.5343790732683187,-1.9322767367476879
26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no,2,1.1587638299707426,1.2525006823597
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no,0,-3.0399890151247115,2.9783260838806815
78,retired,divorced,secondary,no,631,no,no,telephone,11,aug,95,1,-1,0,unknown,no,1,0.9383210946861371,0.013873083548488593
